Día,Mes,Año,Departamento,Municipio,Lugar de Ocurrencia,Tipo de Implicado (1),Tipo de Implicado (2),Nº Víctimas,Fuente,,,,,,
2,2,2000,Norte de Santander,Cúcuta,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 2,,,,,,
3,2,2000, Antioquia,Montebello,Vereda San Antonio,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Febrero Pp. 3,,,,,,
4,2,2000,Bolívar,San Jacinto,Corregimiento Arenas,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 4,,,,,,
5,2,2000,Cesar,Aguachica,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 5,,,,,,
6,2,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 6,,,,,,
6,2,2000,Cauca,Popayán,Finca Mi Bohio,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 7-8,,,,,,
6,2,2000,Norte de Santander,El Carmen,IP Guamalito-Vereda Villanueva,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 6,,,,,,
6,2,2000,Meta,Granada,IP Dos Quebradas,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Febrero Pp. 7 ,,,,,,
6,2,2000,Tolima,Icononzo,Vereda El Chaparro,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Febrero Pp. 7 ,,,,,,
7,2,2000,Norte de Santander,Bucarasica,IP La Sanjuana,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 8,,,,,,
7,2,2000, Antioquia,Yondó,Vereda San Juan de Ité,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Febrero Pp. 8,,,,,,
7,2,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 8,,,,,,
7,2,2000,Norte de Santander,Tibú,IP La Gabarra,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 9,,,,,,
8,2,2000,Bolívar,El Carmen de Bolívar,Sitio Gambotico,Desconocidos,Desconocidos,3,Noche y Niebla # 15 Febrero Pp. 11,,,,,,
8,2,2000,Norte de Santander,Tibú,Sitio Remolinos,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 10,,,,,,
8,2,2000, Antioquia,Yalí,Vereda La Argentina,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Febrero Pp. 11,,,,,,
9,2,2000,Bolívar,El Carmen de Bolívar,,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 12,,,,,,
9,2,2000, Antioquia,Cocorná,Vereda La Vega,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Pp. 12 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003 ,,,,,,
9,2,2000,Chocó,El Carmen de Atrato,Vereda El Quince,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 11,,,,,,
9,2,2000, Antioquia,Vigía del Fuerte,Corregimiento San Antonio de Padua,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Febrero Pp. 11,,,,,,
9,2,2000,Chocó,Quibdó,Corregimiento Tagachí,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Febrero Pp. 11,,,,,,
10,2,2000,Bolívar,San Jacinto,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 14,,,,,,
10,2,2000,Cesar,Agustín Codazzi,Vereda Verdecia,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 13,,,,,,
10,2,2000,Santander,Barrancabermeja,IP El Centro,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 15,,,,,,
10,2,2000,Valle del Cauca,Pradera,Vereda El Recreo,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Febrero Pp. 13,,,,,,
11,2,2000,Norte de Santander,Tibú,Vereda Zocuaves,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 16,,,,,,
11,2,2000,Exterior ,Venezuela,El Amparo,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 16,,,,,,
11,2,2000,Tolima,Ibague,Caserio Llanitos-Vereda Ramón Astilleros,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Febrero Pp. 16,,,,,,
11,2,2000,Tolima,Icononzo,Vereda El Triunfo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Febrero Pp. 16,,,,,,
12,2,2000,Cauca,Timbío,IP Guayabal ,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 18,,,,,,
13,2,2000,Nariño,Gualmatán,Caserío Charande,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 19,,,,,,
13,2,2000,Cesar,Chimichagua,Corregimiento Saloa,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Febrero Pp. 20,,,,,,
13,2,2000,Cesar,La Paz (Robles),Corregimiento Varasblancas,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Febrero Pp. 19,,,,,,
13,2,2000,Santander,Barrancabermeja,Cabecera Municipal-Barrio Santa Ana,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Febrero Pp. 20,,,,,,
13,2,2000,Chocó,El Carmen de Atrato,Vereda Santa Ana,Guerrilla  ,Guerrilla-ERG,1,Noche y Niebla # 15 Febrero Pp. 21,,,,,,
13,2,2000,Tolima,Rioblanco,Vereda El Espejo,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Febrero Pp. 20,,,,,,
15,2,2000,Norte de Santander,Cúcuta,Caserio Puerto León,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Febrero P. 22 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,,,,,,
15,2,2000,Valle del Cauca,Tuluá,IP Monteloro,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 23,,,,,,
16,2,2000, Antioquia,Necoclí,Corregimiento El Totumo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 24,,,,,,
16,2,2000, Antioquia,Turbo,Corregimiento Tie,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 24,,,,,,
16,2,2000,Caquetá,Florencia,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 26,,,,,,
16,2,2000,Cauca,Totoró,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 25,,,,,,
16,2,2000,Tolima,Líbano,,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Febrero Pp. 25,,,,,,
16,2,2000,Chocó,El Carmen de Atrato,Caserio El Siete,Guerrilla  ,Guerrilla-ERG,1,Noche y Niebla # 15 Febrero Pp. 23-24,,,,,,
17,2,2000,Cesar,Pelaya,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 27,,,,,,
18,2,2000,Bolívar,San Jacinto,Zona Rural,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Febrero Pp. 30,,,,,,
18,2,2000,Chocó,Riosucio,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 29,,,,,,
19,2,2000,Cauca,Timbío,IP El Hato,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 34,,,,,,
19,2,2000,Huila,San Agustín,Río Magdalena,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 35,,,,,,
19,2,2000,Santander,Sabana de Torres,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 36,,,,,,
19,2,2000,Caldas,Filadelfia,Vereda La Mediación,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Febrero Pp. 35,,,,,,
20,2,2000, Antioquia,Peque,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Febrero Pp. 36,,,,,,
21,2,2000, Antioquia,Bello,IP Tierradentro ,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Febrero Pp. 38,,,,,,
21,2,2000,Caquetá,Puerto Rico,Cabecera Municipal-Hospital Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 38,,,,,,
21,2,2000,Huila,Campoalegre,Vereda Las Juntas,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 39,,,,,,
21,2,2000,Valle del Cauca,Buga,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Febrero Pp. 39,,,,,,
21,2,2000,Tolima,Rioblanco,Vereda El Tolima,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Febrero Pp. 39,,,,,,
21,2,2000,Norte de Santander,Tibú,Barrio El Limón,Guerrilla  ,Guerrilla-ELN,2,Noche y Niebla # 15 Febrero Pp. 39,,,,,,
22,2,2000,Córdoba,Puerto Libertador,,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 40,,,,,,
22,2,2000,Norte de Santander,Tibú,Vereda Barrancas - IP La Gabarra,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 40,,,,,,
22,2,2000, Antioquia,Apartadó,Vereda Bajo del Oso,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Febrero Pp. 39,,,,,,
22,2,2000,Santander,Puerto Wilches,Cabecera Municipal-Barrio Arenal,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Febrero Pp. 41,,,,,,
23,2,2000,Norte de Santander,Cúcuta,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 41,,,,,,
23,2,2000,Santander,Barrancabermeja,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Febrero Pp. 41,,,,,,
23,2,2000,Valle del Cauca,Tuluá,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 43,,,,,,
24,2,2000,Santander,Barrancabermeja,IP Centro,Fuerza Pública,Ejército Nacional,3,Noche y Niebla # 15 Febrero Pp. 43,,,,,,
24,2,2000,Santander,Barrancabermeja,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 44,,,,,,
25,2,2000, Antioquia,Turbo,IP Currulao,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Febrero Pp. 44,,,,,,
25,2,2000,Cauca,La Sierra,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 44,,,,,,
25,2,2000,Norte de Santander,Tibú,Vereda Zocuaves,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 45,,,,,,
26,2,2000,Córdoba,Lorica,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 46,,,,,,
26,2,2000,Córdoba,Lorica,Corregimiento El Rodeo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 46,,,,,,
26,2,2000,Santander,Barrancabermeja,Cabecera Municipal-Barrio Villarelis II,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 46-47,,,,,,
26,2,2000,Santander,Cimitarra,IP Zambito,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 46,,,,,,
26,2,2000,Santander,Mogotes,IP Pitiguao,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 46,,,,,,
26,2,2000,Chocó,Bojayá,IP Puerto Conto,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Febrero Pp. 45,,,,,,
27,2,2000,Atlántico,Juan de Acosta,Vereda El Vaivén,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 47,,,,,,
27,2,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 47,,,,,,
27,2,2000,Norte de Santander,Tibú,Corregimiento Campo Dos-Vereda San Miguel,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 47,,,,,,
27,2,2000,Cundinamarca,La Vega,Cabecera Municipal,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Febrero Pp. 47,,,,,,
28,2,2000,Huila,San Agustín,Vereda La Palma,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 48,,,,,,
28,2,2000,Norte de Santander,Tibú,IP La Gabarra-Sitio Mata de Plátano,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Febrero Pp. 48-49,,,,,,
28,2,2000,Valle del Cauca,Tuluá,IP San Lorenzo-Vereda La Estrella,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Febrero Pp. 48,,,,,,
1,3,2000, Antioquia,Yarumal,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 139,,,,,,
1,3,2000, Antioquia,Urrao,Vereda Pabón,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Pp. 139,,,,,,
1,3,2000,Huila,Neiva,Sitio Balsillas,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Pp. 139,,,,,,
2,3,2000, Antioquia,Urrao,Vereda Pringamozal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 139,,,,,,
3,3,2000,Caquetá,El Paujil,Cabecera Municipal,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Pp. 142,,,,,,
3,3,2000,Santander,Bucaramanga,,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Pp. 141,,,,,,
3,3,2000,Cauca,Santander de Quilichao,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 143,,,,,,
4,3,2000,Cesar,Curumaní,Corregimiento San Roque,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 143,,,,,,
4,3,2000, Antioquia,Alejandría,Sitio El Popo,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Pp. 144,,,,,,
5,3,2000, Antioquia,San Carlos,Vereda El Capotal,Fuerza Pública,Ejército Nacional,3,Noche y Niebla # 15 Pp. 145,,,,,,
5,3,2000, Antioquia,Granada,,Guerrilla  ,Guerrilla-ELN,3,Noche y Niebla # 15 Pp. 144,,,,,,
6,3,2000,Valle del Cauca,Tuluá,Sitio Las Marías,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Pp. 145,,,,,,
6,3,2000,Cauca,Bolívar,IP Guayabillas y La Carbonera,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Pp. 146,,,,,,
7,3,2000,Córdoba,Montería,Cabecera Municipal-Barrio Colina Real,Desconocidos,Desconocidos,1,Noche y Niebla # 15 Pp. 146,,,,,,
7,3,2000,Córdoba,Montería,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 147,,,,,,
7,3,2000, Antioquia,Yondó,,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Pp. 146,,,,,,
7,3,2000,Caldas,Neira,Caserío La Cristalina,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Pp. 146,,,,,,
7,3,2000,Huila,Algeciras,Cabecera Municipal-Barrio Siete de Agosto,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Pp. 146,,,,,,
8,3,2000,Caldas,Marulanda,Corregimiento Montebonito-Vereda San Roque,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 149,,,,,,
8,3,2000, Antioquia,Dabeiba,,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Pp. 149,,,,,,
8,3,2000, Antioquia,Montebello,Vereda San Antonio,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Pp. 148,,,,,,
8,3,2000, Antioquia,Santo Domingo,Veredas La Loma, Cubilete y Cuatro Esquinas,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Pp. 148,,,,,,
8,3,2000, Antioquia,Turbo,IP Currulao,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Pp. 148,,,,,,
8,3,2000,Caldas,Neira,Caserío La Cristalina,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Pp. 147,,,,,,
8,3,2000,Cesar,Pueblo Bello,Cabecera Municipal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Pp. 147,,,,,,
8,3,2000, Antioquia,Medellín,Cabecera Municipal-Barrio Manrique,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Pp. 148,,,,,,
9,3,2000,Bolívar,El Carmen de Bolívar,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 151,,,,,,
9,3,2000,Córdoba,Montería,Cabecera Municipal-Sector La Isla,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 150,,,,,,
9,3,2000,Córdoba,Montería,Cabecera Municipal-Barrio Galilea,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 151,,,,,,
9,3,2000,Tolima,Rioblanco,IP Puerto Saldaña-Vereda Topacio,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 152,,,,,,
9,3,2000, Antioquia,Dabeiba,Vía a Uramita,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Pp. 151,,,,,,
10,3,2000,Atlántico,Barranquilla,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 153,,,,,,
10,3,2000,Bolívar,Cartagena,Cabecera Municipal-Barrio San Fernando,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 154,,,,,,
10,3,2000,Bolívar,San Jacinto,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 154,,,,,,
10,3,2000,Santander,Vetas,Vereda El Salado,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 154,,,,,,
10,3,2000, Antioquia,Apartadó,Zona Rural,Grupos Paramilitares,Grupos Paramilitares,2,Noche y Niebla # 15 Pp. 155,,,,,,
10,3,2000,Cesar,Valledupar,,Guerrilla  ,Guerrilla-ELN,1,Noche y Niebla # 15 Pp. 153,,,,,,
10,3,2000, Antioquia,Puerto Berrío,Sitio La Y,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Pp. 154,,,,,,
11,3,2000,Bolívar,Mompos,Finca Villa Camila,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 155,,,,,,
11,3,2000,Córdoba,Montería,Corregimiento Sabanal-Vereda El Tapao,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 156,,,,,,
11,3,2000,Norte de Santander,Cúcuta,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Pp. 156,,,,,,
11,3,2000,Santander,Barbosa,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 156,,,,,,
11,3,2000,Santander,Vetas,Vereda La Chorrera,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Pp. 156,,,,,,
11,3,2000,Tolima,Chaparral,Vereda Los Limones,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Pp. 156,,,,,,
11,3,2000,Valle del Cauca,Palmira,IP Tenjo,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 15 Pp. 157,,,,,,
12,3,2000,Caldas,Salamina,IP La Unión,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 158,,,,,,
12,3,2000,Cauca,Bolívar,IP Sucre,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 158,,,,,,
12,3,2000,Norte de Santander,Cúcuta,Corregimiento Aguaclara,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 158,,,,,,
12,3,2000,Tolima,Natagaima,Vereda Molano,Guerrilla  ,Guerrilla-FARC,3,Noche y Niebla # 15 Pp. 157-158,,,,,,
12,3,2000,Tolima,Rioblanco,IP Puerto Saldaña-Vereda Sinai,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Pp. 157,,,,,,
13,3,2000,Caldas,Aranzazu,Vereda El Manzanillo,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 159,,,,,,
13,3,2000,Caldas,Salamina,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 159,,,,,,
13,3,2000, Antioquia,Remedios,Corregimiento Santa Isabel,Grupos Paramilitares,Grupos Paramilitares,1,Noche y Niebla # 15 Pp. 158-159,,,,,,
14,3,2000,Bolívar,El Carmen de Bolívar,Sitio Gambotico,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 161,,,,,,
14,3,2000,Córdoba,Montería,Sitio Puerto Platanito,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 160,,,,,,
14,3,2000,Meta,Villavicencio,,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 162,,,,,,
14,3,2000,Norte de Santander,Cúcuta,Cabecera Municipal-Sitio Los Almendros,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 161,,,,,,
14,3,2000,Cesar,Pueblo Bello,,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Pp. 161,,,,,,
14,3,2000,Tolima,Anzóategui,IP Lisboa,Guerrilla  ,Guerrilla No Identificada,1,Noche y Niebla # 15 Pp. 161,,,,,,
14,3,2000,Chocó,Riosucio,Comunidad de Paz de Caño Seco,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Pp. 160,,,,,,
14,3,2000,Huila,Nátaga,,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Pp. 161,,,,,,
15,3,2000,Córdoba,Tierralta,Vereda Nuevo Tay,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 163,,,,,,
16,3,2000,Bolívar,Zambrano,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 164,,,,,,
16,3,2000,Cesar,Valledupar,Corregimiento Las Raíces,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 163-164,,,,,,
16,3,2000,Córdoba,Pueblo Nuevo,Vía a Corregimiento Arena del Sur,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 164,,,,,,
16,3,2000,Risaralda,Pereira,Corregimiento Puerto Caldas,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 164,,,,,,
16,3,2000,Sucre,Los Palmitos,Veredas Alemania y Verasal,Grupos Paramilitares,Grupos Paramilitares,3,Noche y Niebla # 15 Pp. 163 En Deuda con la Humanidad. Paramilitarismo de Estado en Colombia 1988-2003,,,,,,
16,3,2000,Chocó,Riosucio,Asentamiento Villa Hermosa,Guerrilla  ,Guerrilla-FARC,2,Noche y Niebla # 15 Pp. 163,,,,,,
17,3,2000, Antioquia,Angelópolis,Sitio Balastrera,Grupo Armado No Identificado,Grupo Armado No Identificado,3,Noche y Niebla # 15 Pp. 165,,,,,,
17,3,2000,Santander,Barrancabermeja,Cabecera Municipal-Barrio El Campestre,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 165,,,,,,
17,3,2000,Santander,Barrancabermeja,Cabecera Municipal-Barrio Villarelys,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 165,,,,,,
17,3,2000,Meta,San Juan de Arama,,Guerrilla  ,Guerrilla-FARC,1,Noche y Niebla # 15 Marzo, pág 167-168,,,,,,
18,3,2000,Bolívar,Cartagena,Cabecera Municipal-Barrio La Maria,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 166,,,,,,
18,3,2000,Cesar,Valledupar,Zona Rural,Grupo Armado No Identificado,Grupo Armado No Identificado,2,Noche y Niebla # 15 Pp. 166,,,,,,
18,3,2000,Santander,Barrancabermeja,Cabecera Municipal,Grupo Armado No Identificado,Grupo Armado No Identificado,1,Noche y Niebla # 15 Pp. 166,,,,,,
